Date,OILPRODUS,GDPUS,IPUS,RPRCUS,CPIUS,PPIUS,RGFCFUS,CAUS,Y10YDUS
1940-01-01,,,8.521,,,,,,
1940-02-01,,,8.252,,,,,,
1940-03-01,,,8.064,,,,,,
1940-04-01,,,8.226,,,,,,
1940-05-01,,,8.467,,,,,,
1940-06-01,,,8.736,,,,,,
1940-07-01,,,8.844,,,,,,
1940-08-01,,,8.898,,,,,,
1940-09-01,,,9.086,,,,,,
1940-10-01,,,9.22,,,,,,
1940-11-01,,,9.435,,,,,,
1940-12-01,,,9.758,,,,,,
1941-01-01,,,10.0,,,,,,
1941-02-01,,,10.295,,,,,,
1941-03-01,,,10.618,,,,,,
1941-04-01,,,10.645,,,,,,
1941-05-01,,,11.129,,,,,,
1941-06-01,,,11.209,,,,,,
1941-07-01,,,11.344,,,,,,
1941-08-01,,,11.478,,,,,,
1941-09-01,,,11.478,,,,,,
1941-10-01,,,11.586,,,,,,
1941-11-01,,,11.639,,,,,,
1941-12-01,,,11.828,,,,,,
1942-01-01,,,12.069,,,,,,
1942-02-01,,,12.285,,,,,,
1942-03-01,,,12.419,,,,,,
1942-04-01,,,12.069,,,,,,
1942-05-01,,,12.096,,,,,,
1942-06-01,,,12.123,,,,,,
1942-07-01,,,12.419,,,,,,
1942-08-01,,,12.795,,,,,,
1942-09-01,,,13.091,,,,,,
1942-10-01,,,13.521,,,,,,
1942-11-01,,,13.844,,,,,,
1942-12-01,,,14.166,,,,,,
1943-01-01,,,14.301,,,,,,
1943-02-01,,,14.677,,,,,,
1943-03-01,,,14.784,,,,,,
1943-04-01,,,14.973,,,,,,
1943-05-01,,,15.08,,,,,,
1943-06-01,,,15.0,,,,,,
1943-07-01,,,15.456,,,,,,
1943-08-01,,,15.779,,,,,,
1943-09-01,,,16.182,,,,,,
1943-10-01,,,16.424,,,,,,
1943-11-01,,,16.639,,,,,,
1943-12-01,,,16.424,,,,,,
1944-01-01,,,16.612,,,,,,
1944-02-01,,,16.747,,,,,,
1944-03-01,,,16.72,,,,,,
1944-04-01,,,16.72,,,,,,
1944-05-01,,,16.612,,,,,,
1944-06-01,,,16.559,,,,,,
1944-07-01,,,16.532,,,,,,
1944-08-01,,,16.747,,,,,,
1944-09-01,,,16.639,,,,,,
1944-10-01,,,16.693,,,,,,
1944-11-01,,,16.559,,,,,,
1944-12-01,,,16.505,,,,,,
1945-01-01,,,16.344,,,,,,
1945-02-01,,,16.29,,,,,,
1945-03-01,,,16.182,,,,,,
1945-04-01,,,15.887,,,,,,
1945-05-01,,,15.456,,,,,,
1945-06-01,,,15.107,,,,,,
1945-07-01,,,14.758,,,,,,
1945-08-01,,,13.225,,,,,,
1945-09-01,,,12.043,,,,,,
1945-10-01,,,11.559,,,,,,
1945-11-01,,,11.989,,,,,,
1945-12-01,,,12.043,,,,,,
1946-01-01,,,11.371,,,,,,
1946-02-01,,,10.806,,,,,,
1946-03-01,,,11.935,,,,,,
1946-04-01,,,11.72,,,,,,
1946-05-01,,,11.29,,,,,,
1946-06-01,,,11.989,,,,,,
1946-07-01,,,12.392,,,,,,
1946-08-01,,,12.849,,,,,,
1946-09-01,,,13.091,,,,,,
1946-10-01,,,13.333,,,,,,
1946-11-01,,,13.413,,,,,,
1946-12-01,,,13.494,,,,,,
1947-01-01,,243164.0,13.655,1351397.0,21.48,,295834.0,9405.0,
1947-02-01,,,13.736,,21.62,,,,
1947-03-01,,,13.817,,22.0,,,,
1947-04-01,,245968.0,13.709,1373880.0,22.0,,294857.0,9873.0,
1947-05-01,,,13.763,,21.95,,,,
1947-06-01,,,13.763,,22.08,,,,
1947-07-01,,249585.0,13.682,1378358.0,22.23,,306883.0,10081.0,
1947-08-01,,,13.763,,22.4,,,,
1947-09-01,,,13.87,,22.84,,,,
1947-10-01,,259745.0,14.005,1378796.0,22.91,,330900.0,7797.0,
1947-11-01,,,14.193,,23.06,,,,
1947-12-01,,,14.247,,23.41,,,,
1948-01-01,,265742.0,14.327,1385667.0,23.68,,342296.0,4916.0,
1948-02-01,,,14.354,,23.67,,,,
1948-03-01,,,14.193,,23.5,,,,
1948-04-01,,272567.0,14.22,1401789.0,23.82,,346248.0,3024.0,
1948-05-01,,,14.462,,24.01,,,,
1948-06-01,,,14.65,,24.15,,,,
1948-07-01,,279196.0,14.65,1403859.0,24.4,,346751.0,932.0,
1948-08-01,,,14.596,,24.43,,,,
1948-09-01,,,14.489,,24.36,,,,
1948-10-01,,280366.0,14.596,1415063.0,24.31,,345476.0,796.0,
1948-11-01,,,14.408,,24.16,,,,
1948-12-01,,,14.274,,24.05,,,,
1949-01-01,,275034.0,14.139,1417353.0,24.01,,327518.0,2192.0,
1949-02-01,,,14.005,,23.91,,,,
1949-03-01,,,13.736,,23.91,,,,
1949-04-01,,271351.0,13.655,1439077.0,23.92,,320283.0,1708.0,
1949-05-01,,,13.467,,23.91,,,,
1949-06-01,,,13.44,,23.92,,,,
1949-07-01,,272889.0,13.413,1442341.0,23.7,,317623.0,648.0,
1949-08-01,,,13.548,,23.7,,,,
1949-09-01,,,13.682,,23.75,,,,
1949-10-01,,270627.0,13.172,1463488.0,23.67,,327780.0,-1032.0,
1949-11-01,,,13.521,,23.7,,,,
1949-12-01,,,13.763,,23.61,,,,
1950-01-01,,280828.0,14.005,1487854.0,23.51,,348203.0,-957.0,
1950-02-01,,,14.059,,23.61,,,,
1950-03-01,,,14.516,,23.64,,,,
1950-04-01,,290383.0,15.0,1512357.0,23.65,,383738.0,-1245.0,
1950-05-01,,,15.349,,23.77,,,,
1950-06-01,,,15.806,,23.88,,,,
1950-07-01,,308153.0,16.317,1590019.0,24.07,,413607.0,-2681.0,
1950-08-01,,,16.827,,24.2,,,,
1950-09-01,,,16.72,,24.34,,,,
1950-10-01,,319945.0,16.827,1542087.0,24.5,,405484.0,-2489.0,
1950-11-01,,,16.801,,24.6,,,,
1950-12-01,,,17.096,,24.98,,,,
1951-01-01,,336000.0,17.15,1579375.0,25.38,,389907.0,-1710.0,
1951-02-01,,,17.257,,25.83,,,,
1951-03-01,,,17.338,,25.88,,,,
1951-04-01,,344090.0,17.365,1534744.0,25.92,,375866.0,350.0,
1951-05-01,,,17.311,,25.99,,,,
1951-06-01,,,17.231,,25.93,,,,
1951-07-01,,351385.0,16.962,1552624.0,25.91,,373148.0,2190.0,
1951-08-01,,,16.801,,25.86,,,,
1951-09-01,,,16.908,,26.03,,,,
1951-10-01,,356178.0,16.881,1561670.0,26.16,,369813.0,2678.0,
1951-11-01,,,17.015,,26.32,,,,
1951-12-01,,,17.123,,26.47,,,,
1952-01-01,,359820.0,17.311,1565288.0,26.45,,377294.0,3522.0,
1952-02-01,,,17.419,,26.41,,,,
1952-03-01,,,17.472,,26.39,,,,
1952-04-01,,361030.0,17.311,1595941.0,26.46,,384800.0,1126.0,
1952-05-01,,,17.15,,26.47,,,,
1952-06-01,,,16.989,,26.53,,,,
1952-07-01,,367701.0,16.72,1603596.0,26.68,,360433.0,-1054.0,
1952-08-01,,,17.795,,26.69,,,,
1952-09-01,,,18.44,,26.63,,,,
1952-10-01,,380812.0,18.628,1660168.0,26.69,,386019.0,-1234.0,
1952-11-01,,,19.005,,26.69,,,,
1952-12-01,,,19.112,,26.71,,,,
1953-01-01,,387980.0,19.166,1679665.0,26.64,,402005.0,-1347.0,
1953-02-01,,,19.274,,26.59,,,,
1953-03-01,,,19.435,,26.63,,,,
1953-04-01,,391749.0,19.515,1689777.0,26.69,,406527.0,-1827.0,2.83
1953-05-01,,,19.623,,26.7,,,,3.05
1953-06-01,,,19.542,,26.77,,,,3.11
1953-07-01,,391171.0,19.784,1685752.0,26.79,,408751.0,-1179.0,2.93
1953-08-01,,,19.677,,26.85,,,,2.95
1953-09-01,,,19.274,,26.89,,,,2.87
1953-10-01,,385970.0,19.112,1674449.0,26.95,,403487.0,-931.0,2.66
1953-11-01,,,18.655,,26.85,,,,2.68
1953-12-01,,,18.198,,26.87,,,,2.59
1954-01-01,,385345.0,18.064,1680625.0,26.94,,396918.0,-488.0,2.48
1954-02-01,,,18.118,,26.99,,,,2.47
1954-03-01,,,18.01,,26.93,,,,2.37
1954-04-01,,386121.0,17.903,1702449.0,26.86,,404416.0,336.0,2.29
1954-05-01,,,18.01,,26.93,,,,2.37
1954-06-01,,,18.064,,26.94,,,,2.38
1954-07-01,,390996.0,18.091,1725489.0,26.86,,419229.0,-76.0,2.3
1954-08-01,,,18.064,,26.85,,,,2.36
1954-09-01,,,18.091,,26.81,,,,2.38
1954-10-01,,399734.0,18.306,1761703.0,26.72,,427626.0,908.0,2.43
1954-11-01,,,18.601,,26.78,,,,2.48
1954-12-01,,,18.843,,26.77,,,,2.51
1955-01-01,,413073.0,19.274,1801231.0,26.77,,442293.0,483.0,2.61
1955-02-01,,,19.515,,26.82,,,,2.65
1955-03-01,,,19.972,,26.79,,,,2.68
1955-04-01,,421532.0,20.214,1835737.0,26.79,,461978.0,-229.0,2.75
1955-05-01,,,20.537,,26.77,,,,2.76
1955-06-01,,,20.564,,26.71,,,,2.78
1955-07-01,,430221.0,20.725,1858411.0,26.76,,474828.0,807.0,2.9
1955-08-01,,,20.698,,26.72,,,,2.97
1955-09-01,,,20.833,,26.85,,,,2.97
1955-10-01,,437092.0,21.182,1881748.0,26.82,,478165.0,427.0,2.88
1955-11-01,,,21.236,,26.88,,,,2.89
1955-12-01,,,21.316,,26.87,,,,2.96
1956-01-01,,439746.0,21.451,1884805.0,26.83,,475111.0,943.0,2.9
1956-02-01,,,21.263,,26.86,,,,2.84
1956-03-01,,,21.263,,26.89,,,,2.96
1956-04-01,,446010.0,21.424,1891074.0,26.93,,482366.0,2231.0,3.18
1956-05-01,,,21.236,,27.03,,,,3.07
1956-06-01,,,21.048,,27.15,,,,3.0
1956-07-01,,451191.0,20.403,1895350.0,27.29,,484592.0,3023.0,3.11
1956-08-01,,,21.236,,27.31,,,,3.33
1956-09-01,,,21.72,,27.35,,,,3.38
1956-10-01,,460463.0,21.908,1921479.0,27.51,,483967.0,4531.0,3.34
1956-11-01,,,21.72,,27.51,,,,3.49
1956-12-01,,,22.042,,27.63,,,,3.59
1957-01-01,,469779.0,21.962,1934843.0,27.67,,481640.0,5556.0,3.46
1957-02-01,,,22.177,,27.8,,,,3.34
1957-03-01,,,22.15,,27.86,,,,3.41
1957-04-01,,472025.0,21.854,1938216.0,27.93,,476298.0,4806.0,3.48
1957-05-01,,,21.773,,28.0,,,,3.6
1957-06-01,,,21.827,,28.11,,,,3.8
1957-07-01,,479490.0,21.962,1953532.0,28.19,,481531.0,4914.0,3.93
1957-08-01,,,21.962,,28.28,,,,3.93
1957-09-01,,,21.773,,28.32,,,,3.92
1957-10-01,,474864.0,21.451,1954346.0,28.32,,475113.0,3594.0,3.97
1957-11-01,,,20.94,,28.41,,,,3.72
1957-12-01,,,20.537,,28.47,,,,3.21
1958-01-01,,467540.0,20.161,1927309.0,28.64,,440024.0,1477.0,3.09
1958-02-01,,,19.73,,28.7,,,,3.05
1958-03-01,,,19.489,,28.87,,,,2.98
1958-04-01,,471978.0,19.166,1943243.0,28.94,,429826.0,821.0,2.88
1958-05-01,,,19.354,,28.94,,,,2.92
1958-06-01,,,19.865,,28.91,,,,2.97
1958-07-01,,485841.0,20.161,1975484.0,28.89,,434322.0,1049.0,3.2
1958-08-01,,,20.564,,28.94,,,,3.54
1958-09-01,,,20.752,,28.91,,,,3.76
1958-10-01,,499555.0,20.994,2002318.0,28.91,,458745.0,-143.0,3.8
1958-11-01,,,21.612,,28.95,,,,3.74
1958-12-01,,,21.639,,28.97,,,,3.86
1959-01-01,,510330.0,21.962,2039017.0,29.01,,485373.0,-1410.0,4.02
1959-02-01,,,22.392,,29.0,,,,3.96
1959-03-01,,,22.714,,28.97,,,,3.99
1959-04-01,,522653.0,23.198,2070508.0,28.98,,501748.0,-2888.0,4.12
1959-05-01,,,23.548,,29.04,,,,4.31
1959-06-01,,,23.574,,29.11,,,,4.34
1959-07-01,,525034.0,23.01,2092138.0,29.15,,506699.0,33.0,4.4
1959-08-01,,,22.23,,29.18,,,,4.43
1959-09-01,,,22.204,,29.25,,,,4.68
1959-10-01,,528600.0,22.042,2094495.0,29.35,,499754.0,-823.0,4.53
1959-11-01,,,22.177,,29.35,,,,4.53
1959-12-01,,,23.548,,29.41,,,,4.69
1960-01-01,,542648.0,24.166,2114532.0,29.37,,515107.0,1865.0,4.72
1960-02-01,,,23.951,,29.41,,,,4.49
1960-03-01,,,23.736,,29.41,,,,4.25
1960-04-01,,541080.0,23.548,2141205.0,29.54,,505355.0,1723.0,4.28
1960-05-01,,,23.521,,29.57,,,,4.35
1960-06-01,,,23.225,,29.61,,,,4.15
1960-07-01,,545604.0,23.144,2132646.0,29.55,,492719.0,4214.0,3.9
1960-08-01,,,23.118,,29.61,,,,3.8
1960-09-01,,,22.875,,29.61,,,,3.8
1960-10-01,,540197.0,22.849,2135408.0,29.75,,489576.0,4884.0,3.89
1960-11-01,,,22.526,,29.78,,,,3.93
1960-12-01,,,22.096,,29.81,,,,3.84
1961-01-01,,545018.0,22.123,2134615.0,29.84,,483448.0,5438.0,3.84
1961-02-01,,,22.096,,29.84,,,,3.78
1961-03-01,,,22.23,,29.84,,,,3.74
1961-04-01,,555545.0,22.687,2166382.0,29.81,,490623.0,3211.0,3.78
1961-05-01,,,23.037,,29.84,,,,3.71
1961-06-01,,,23.359,,29.84,,,,3.88
1961-07-01,,567664.0,23.628,2176916.0,29.92,,500929.0,4303.0,3.92
1961-08-01,,,23.843,,29.94,,,,4.04
1961-09-01,,,23.816,,29.98,,,,3.98
1961-10-01,,580612.0,24.273,2220704.0,29.98,,515209.0,3901.0,3.92
1961-11-01,,,24.65,,29.98,,,,3.94
1961-12-01,,,24.865,,30.01,,,,4.06
1962-01-01,,594013.0,24.65,2244227.0,30.04,,522774.0,3111.0,4.08
1962-02-01,,,25.05,,30.11,,,,4.04
1962-03-01,,,25.19,,30.17,,,,3.93
1962-04-01,,600366.0,25.24,2271817.0,30.21,,537197.0,3745.0,3.84
1962-05-01,,,25.21,,30.24,,,,3.87
1962-06-01,,,25.16,,30.21,,,,3.91
1962-07-01,,609027.0,25.4,2290126.0,30.22,,540234.0,4773.0,4.01
1962-08-01,,,25.43,,30.28,,,,3.98
1962-09-01,,,25.59,,30.42,,,,3.98
1962-10-01,,612280.0,25.62,2322530.0,30.38,,536974.0,3567.0,3.93
1962-11-01,,,25.72,,30.38,,,,3.92
1962-12-01,,,25.72,,30.38,,,,3.86
1963-01-01,,621672.0,25.91,2338799.0,30.44,,541737.0,3971.0,3.83
1963-02-01,,,26.21,,30.48,,,,3.92
1963-03-01,,,26.37,,30.51,,,,3.93
1963-04-01,,629752.0,26.61,2360869.0,30.48,,564051.0,4343.0,3.97
1963-05-01,,,26.93,,30.51,,,,3.93
1963-06-01,,,27.02,,30.61,,,,3.99
1963-07-01,,644444.0,26.91,2392896.0,30.69,,575424.0,5221.0,4.02
1963-08-01,,,26.96,,30.75,,,,4.0
1963-09-01,,,27.23,,30.72,,,,4.08
1963-10-01,,653938.0,27.42,2412836.0,30.75,,589424.0,6252.0,4.11
1963-11-01,,,27.55,,30.78,,,,4.12
1963-12-01,,,27.5,,30.88,,,,4.13
1964-01-01,,669822.0,27.74,2460191.0,30.94,,606133.0,8191.0,4.17
1964-02-01,,,27.93,,30.91,,,,4.15
1964-03-01,,,27.93,,30.94,,,,4.22
1964-04-01,,678674.0,28.39,2503709.0,30.95,,608828.0,5976.0,4.23
1964-05-01,,,28.55,,30.98,,,,4.2
1964-06-01,,,28.63,,31.01,,,,4.17
1964-07-01,,692031.0,28.82,2549958.0,31.02,,617137.0,8130.0,4.19
1964-08-01,,,29.0,,31.05,,,,4.19
1964-09-01,,,29.11,,31.08,,,,4.2
1964-10-01,,697319.0,28.71,2557236.0,31.12,,625897.0,7573.0,4.19
1964-11-01,,,29.6,,31.21,,,,4.15
1964-12-01,,,29.95,,31.25,,,,4.18
1965-01-01,,717790.0,30.27,2614265.0,31.28,,651245.0,5659.0,4.19
1965-02-01,,,30.46,,31.28,,,,4.21
1965-03-01,,,30.86,,31.31,,,,4.21
1965-04-01,,730191.0,30.99,2643097.0,31.38,,667924.0,6269.0,4.2
1965-05-01,,,31.24,,31.48,,,,4.21
1965-06-01,,,31.48,,31.61,,,,4.21
1965-07-01,,749323.0,31.77,2688512.0,31.58,,684775.0,6570.0,4.2
1965-08-01,,,31.91,,31.55,,,,4.25
1965-09-01,,,31.99,,31.62,,,,4.29
1965-10-01,,771857.0,32.31,2764094.0,31.65,,703653.0,6133.0,4.35
1965-11-01,,,32.45,,31.75,,,,4.45
1965-12-01,,,32.85,,31.85,,,,4.62
1966-01-01,,795734.0,33.17,2804899.0,31.88,,722206.0,4633.0,4.61
1966-02-01,,,33.39,,32.08,,,,4.83
1966-03-01,,,33.84,,32.18,,,,4.87
1966-04-01,,804981.0,33.9,2812086.0,32.28,,721059.0,3316.0,4.75
1966-05-01,,,34.22,,32.35,,,,4.78
1966-06-01,,,34.38,,32.38,,,,4.81
1966-07-01,,819638.0,34.57,2844198.0,32.45,,715017.0,3202.0,5.02
1966-08-01,,,34.6,,32.65,,,,5.22
1966-09-01,,,34.92,,32.75,,,,5.18
1966-10-01,,833302.0,35.16,2856047.0,32.85,,698314.0,4084.0,5.01
1966-11-01,,,34.92,,32.88,,,,5.16
1966-12-01,,,35.0,,32.92,,,,4.84
1967-01-01,,844170.0,35.16,2872504.0,32.9,,684874.0,4262.0,4.58
1967-02-01,,,34.76,,33.0,,,,4.63
1967-03-01,,,34.57,,33.0,,,,4.54
1967-04-01,,848983.0,34.9,2911776.0,33.1,,701554.0,3255.0,4.59
1967-05-01,,,34.59,,33.1,,,,4.85
1967-06-01,,,34.59,,33.3,,,,5.02
1967-07-01,,865233.0,34.51,2926685.0,33.4,,707696.0,3583.0,5.16
1967-08-01,,,35.17,,33.5,,,,5.28
1967-09-01,,,35.11,,33.6,,,,5.3
1967-10-01,,881439.0,35.4,2944594.0,33.7,,729524.0,2832.0,5.48
1967-11-01,,,35.9,,33.9,,,,5.75
1967-12-01,,,36.29,,34.0,,,,5.7
1968-01-01,,909387.0,36.25,3015162.0,34.1,,745521.0,1611.0,5.53
1968-02-01,,,36.38,,34.2,,,,5.56
1968-03-01,,,36.49,,34.3,,,,5.74
1968-04-01,,934344.0,36.55,3061075.0,34.4,,742921.0,2025.0,5.64
1968-05-01,,,36.96,,34.5,,,,5.87
1968-06-01,,,37.09,,34.7,,,,5.72
1968-07-01,,950825.0,37.04,3118445.0,34.9,,751653.0,1834.0,5.5
1968-08-01,,,37.14,,35.0,,,,5.42
1968-09-01,,,37.28,,35.1,,,,5.46
1968-10-01,,968030.0,37.35,3132511.0,35.3,,775007.0,660.0,5.58
1968-11-01,,,37.84,,35.4,,,,5.7
1968-12-01,,,37.96,,35.6,,,,6.03
1969-01-01,,993337.0,38.19,3167245.0,35.7,,797542.0,1673.0,6.04
1969-02-01,,,38.43,,35.8,,,,6.19
1969-03-01,,,38.73,,36.1,,,,6.3
1969-04-01,,1009020.0,38.59,3187677.0,36.3,,800259.0,505.0,6.17
1969-05-01,,,38.44,,36.4,,,,6.32
1969-06-01,,,38.82,,36.6,,,,6.57
1969-07-01,,1029956.0,39.02,3203218.0,36.8,,807855.0,1707.0,6.72
1969-08-01,,,39.11,,36.9,,,,6.69
1969-09-01,,,39.11,,37.1,,,,7.16
1969-10-01,,1038147.0,39.12,3228820.0,37.3,,790028.0,2530.0,7.1
1969-11-01,,,38.75,,37.5,,,,7.14
1969-12-01,,,38.64,,37.7,,,,7.65
1970-01-01,,1051200.0,37.93,3248853.0,37.9,,781419.0,3909.0,7.79
1970-02-01,,,37.9,,38.1,,,,7.24
1970-03-01,,,37.85,,38.3,,,,7.07
1970-04-01,,1067375.0,37.76,3263571.0,38.5,,771064.0,5048.0,7.39
1970-05-01,,,37.71,,38.6,,,,7.91
1970-06-01,,,37.59,,38.8,,,,7.84
1970-07-01,,1086059.0,37.68,3292183.0,38.9,,776030.0,3736.0,7.46
1970-08-01,,,37.62,,39.0,,,,7.53
1970-09-01,,,37.36,,39.2,,,,7.39
1970-10-01,,1088608.0,36.61,3283245.0,39.4,,774614.0,2201.0,7.33
1970-11-01,,,36.39,,39.6,,,,6.84
1970-12-01,,,37.22,,39.8,,,,6.39
1971-01-01,,1135156.0,37.51,3346268.0,39.9,,792088.0,4488.0,6.24
1971-02-01,,,37.44,,39.9,,,,6.11
1971-03-01,,,37.4,,40.0,,,,5.7
1971-04-01,,1156271.0,37.61,3377022.0,40.1,,822475.0,-138.0,5.83
1971-05-01,,,37.8,,40.3,,,,6.39
1971-06-01,,,37.96,,40.5,,,,6.52
1971-07-01,,1177675.0,37.85,3403947.0,40.6,,837817.0,-20.0,6.73
1971-08-01,,,37.63,,40.7,,,,6.58
1971-09-01,,,38.24,,40.8,,,,6.14
1971-10-01,,1190297.0,38.53,3460427.0,40.9,,860491.0,-3084.0,5.93
1971-11-01,,,38.69,,41.0,,,,5.81
1971-12-01,,,39.14,,41.1,,,,5.93
1972-01-01,,1230609.0,40.07,3506098.0,41.2,,894680.0,-5031.0,5.95
1972-02-01,,,40.48,,41.4,,,,6.08
1972-03-01,,,40.76,,41.4,,,,6.07
1972-04-01,,1266369.0,41.17,3572842.0,41.5,,910596.0,-4754.0,6.19
1972-05-01,,,41.17,,41.6,,,,6.13
1972-06-01,,,41.28,,41.7,,,,6.11
1972-07-01,,1290566.0,41.24,3627904.0,41.8,,921172.0,-3599.0,6.11
1972-08-01,,,41.81,,41.9,,,,6.21
